index,Papel,Tipo,Empresa,Setor,Subsetor,Cotacao,Data_ult_cot,Min_52_sem,Max_52_sem,Vol_med_2m,Valor_de_mercado,Valor_da_firma,Ult_balanco_processado,Nro_Acoes,PL,PVP,PEBIT,PSR,PAtivos,PCap_Giro,PAtiv_Circ_Liq,Div_Yield,EV_EBITDA,EV_EBIT,Cres_Rec_5a,LPA,VPA,Marg_Bruta,Marg_EBIT,Marg_Liquida,EBIT_Ativo,ROIC,ROE,Liquidez_Corr,Div_Br_Patrim,Giro_Ativos,Ativo,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Patrim_Liq,Receita_Liquida_12m,EBIT_12m,Lucro_Liquido_12m,Receita_Liquida_3m,EBIT_3m,Lucro_Liquido_3m,Cart_de_Credito,Depositos,Result_Int_Financ_12m,Rec_Servicos_12m,Result_Int_Financ_3m,Rec_Servicos_3m
EMBR3,EMBR3,ON,EMBRAER ON,Material de Transporte,Material Aeronáutico e de Defesa,13.34,2022-12-12,10.87,25.24,106334000,9877800000,17689700000,2022-09-30,740465000,-930,074,644,049,018,075,-111,0.0%,698,1153,10.2%,-143,1798,18.8%,7.6%,-5.7%,2.9%,3.8%,-8.0%,177,127,038,53700400000,9124630000,30177500000,16936500000,7811870000,13311700000,20276600000,1533690000,-1061720000,4872100000,326635000,-160362000,,,,,,
RCSL4,RCSL4,PN,RECRUSUL PN,Material de Transporte,Material Rodoviário,0.76,2022-12-12,0.73,2.90,276169,28813100,27908100,2022-09-30,37912000,-927,-074,13656,041,044,473,-039,0.0%,2124,13227,151.2%,-008,-103,11.4%,0.3%,-4.4%,0.3%,0.3%,8.0%,125,-000,107,65721000,911000,30266000,6000,-905000,-39014000,70443000,211000,-3107000,14636000,-94000,-958000,,,,,,
MWET4,MWET4,PN,WETZEL S.A. PN,Material de Transporte,Material Rodoviário,9.61,2022-12-12,8.69,18.24,33211,19777400,88939400,2022-09-30,2058000,077,-088,220,007,007,1135,-012,0.0%,679,988,15.7%,1244,-1090,16.0%,3.2%,9.1%,3.4%,3.8%,-114.1%,101,-309,106,265229000,156000,123716000,69318000,69162000,-22427000,280169000,9002000,25592000,81838000,6486000,30280000,,,,,,
MWET3,MWET3,ON,WETZEL S.A. ON,Material de Transporte,Material Rodoviário,29.98,2022-11-14,16.05,35.10,73,61698800,130861000,2022-09-30,2058000,241,-275,685,022,023,3542,-037,0.0%,999,1454,15.7%,1244,-1090,16.0%,3.2%,9.1%,3.4%,3.8%,-114.1%,101,-309,106,265229000,156000,123716000,69318000,69162000,-22427000,280169000,9002000,25592000,81838000,6486000,30280000,,,,,,
RAPT3,RAPT3,ON N1,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES ON N1,Material de Transporte,Material Rodoviário,7.77,2022-12-12,7.77,12.29,88208,2558900000,5312710000,2022-09-30,329331000,478,092,188,024,021,065,-615,9.3%,331,390,28.9%,163,842,24.2%,12.6%,6.6%,11.4%,16.0%,19.3%,204,184,091,11976900000,2354180000,7670810000,5107990000,2753810000,2771960000,10849000000,1363060000,535444000,3055830000,388163000,147679000,,,,,,
RAPT4,RAPT4,PN N1,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES PN N1,Material de Transporte,Material Rodoviário,8.26,2022-12-12,8.26,11.55,18240200,2720270000,5474090000,2022-09-30,329331000,508,098,200,025,023,070,-654,8.8%,341,402,28.9%,163,842,24.2%,12.6%,6.6%,11.4%,16.0%,19.3%,204,184,091,11976900000,2354180000,7670810000,5107990000,2753810000,2771960000,10849000000,1363060000,535444000,3055830000,388163000,147679000,,,,,,
RSUL4,RSUL4,PN,METALURGICA RIOSULENSE S/A PN,Material de Transporte,Material Rodoviário,75.00,2022-12-12,47.13,85.00,120777,445403000,427409000,2022-09-30,5938710,721,359,442,116,134,536,-1517,2.6%,401,425,30.2%,1041,2090,36.2%,26.2%,16.1%,30.3%,36.3%,49.8%,187,009,116,332361000,29300000,178860000,11306000,-17994000,124136000,384342000,100657000,61812000,113110000,32434000,19732000,,,,,,
POMO3,POMO3,ON,MARCOPOLO ON,Material de Transporte,Material Rodoviário,2.04,2022-12-12,2.04,2.88,293972,1931660000,3371650000,2022-09-30,946893000,744,063,1144,041,026,132,-924,1.8%,1189,1997,2.0%,027,322,12.7%,3.6%,5.0%,2.3%,3.0%,8.5%,157,078,064,7336510000,949655000,4049800000,2389640000,1439990000,3045390000,4710880000,168796000,259700000,1516290000,94853000,59114000,,,,,,
TUPY3,TUPY3,ON,TUPY ON,Material de Transporte,Material Rodoviário,26.67,2022-12-12,16.60,31.40,26080600,3845230000,5391250000,2022-09-30,144178000,748,124,432,040,043,101,1815,1.4%,429,605,18.3%,357,2155,18.2%,9.2%,5.3%,9.9%,15.5%,16.6%,266,113,108,8968220000,1968040000,6077770000,3514060000,1546020000,3107290000,9646340000,890584000,514291000,2694010000,276438000,194289000,,,,,,
POMO4,POMO4,PN N2,MARCOPOLO PN N2,Material de Transporte,Material Rodoviário,2.25,2022-12-12,2.25,3.42,15926500,2130510000,3570500000,2022-09-30,946893000,820,070,1262,045,029,145,-1019,1.6%,1259,2115,2.0%,027,322,12.7%,3.6%,5.0%,2.3%,3.0%,8.5%,157,078,064,7336510000,949655000,4049800000,2389640000,1439990000,3045390000,4710880000,168796000,259700000,1516290000,94853000,59114000,,,,,,
FRAS3,FRAS3,ON,FRAS-LE S.A. ON,Material de Transporte,Material Rodoviário,10.11,2022-12-12,9.39,14.32,5932410,2729860000,2646460000,2022-09-30,270016000,1424,152,710,091,073,179,738,2.6%,529,688,32.2%,071,666,28.9%,12.8%,6.3%,10.2%,16.2%,10.7%,292,052,080,3753700000,1016790000,2317680000,933392000,-83402000,1798950000,2996430000,384650000,191759000,823928000,125413000,74619000,,,,,,
BIOM3,BIOM3,ON,BIOMM SA ON,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,5.95,2022-12-12,5.40,14.34,103253,437492000,551611000,2022-09-30,73528000,-434,360,-534,431,124,890,-428,0.0%,-679,-673,255.3%,-137,165,15.9%,-80.8%,-99.4%,-23.2%,-29.6%,-83.1%,162,139,029,352652000,54493000,129050000,168612000,114119000,121364000,101420000,-81913000,-100843000,30741000,-18312000,-25136000,,,,,,
OFSA3,OFSA3,ON NM,OUROFINO S/A ON NM,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,24.00,2022-12-12,19.42,26.67,314090,1294780000,1534320000,2022-09-30,53949000,1061,178,865,131,099,231,563,2.2%,848,1025,15.5%,226,1346,49.5%,15.1%,12.3%,11.4%,14.1%,16.8%,322,055,076,1308360000,156537000,812130000,396084000,239547000,726058000,988726000,149759000,122057000,280718000,56062000,44795000,,,,,,
ELMD3,ELMD3,ON NM,ELETROMIDIA ON NM,Mídia,Publicidade e Propaganda,9.63,2022-12-12,9.40,17.30,3166030,1348040000,1885730000,2022-09-30,139984000,-16442,182,1549,193,068,-672,-179,0.0%,990,2166,101.1%,-006,528,32.4%,12.4%,0.2%,4.4%,5.0%,-1.1%,064,091,035,1996030000,137476000,352895000,675165000,537689000,739445000,699684000,87049000,-8199000,227347000,21296000,7764000,,,,,,
BRAP3,BRAP3,ON N1,BRADESPAR S/A ON N1,Mineração,Minerais Metálicos,25.72,2022-12-12,18.79,28.29,3744140,10110500000,9267710000,2022-09-30,393097000,170,129,-46508,-,128,1268,1269,32.3%,-42632,-42632,-,1511,1993,-,-,0.0%,-0.3%,-0.3%,75.8%,956,-,-,7927780000,842741000,890635000,0,-842741000,7833580000,0,-21739000,5939510000,0,-4913000,1062260000,,,,,,
BRAP4,BRAP4,PN N1,BRADESPAR S/A PN N1,Mineração,Minerais Metálicos,29.08,2022-12-12,19.98,32.60,139334000,11431300000,10588500000,2022-09-30,393097000,192,146,-52584,-,144,1433,1435,31.4%,-48708,-48708,-,1511,1993,-,-,0.0%,-0.3%,-0.3%,75.8%,956,-,-,7927780000,842741000,890635000,0,-842741000,7833580000,0,-21739000,5939510000,0,-4913000,1062260000,,,,,,
VALE3,VALE3,ON NM,VALE ON NM,Mineração,Minerais Metálicos,86.09,2022-12-12,62.92,96.51,2789870000,411415000000,449152000000,2022-09-30,4778890000,385,229,361,176,094,8200,-238,9.1%,346,394,21.6%,2233,3757,49.8%,48.7%,45.9%,26.1%,29.8%,59.4%,107,037,054,435833000000,28240000000,75270000000,65977000000,37737000000,179538000000,233888000000,113941000000,106731000000,52080000000,18411000000,23286000000,,,,,,
AURA33,AURA33,DR3,AURA 360 DR3,Mineração,Minerais Metálicos,29.70,2022-12-12,27.00,52.96,6455810,2101050000,2567420000,2022-09-30,70742500,405,125,290,077,059,380,-378,2.4%,355,355,43.6%,734,2367,32.0%,26.7%,19.1%,20.3%,27.9%,31.0%,172,067,076,3555180000,656989000,1325050000,1123360000,466373000,1674650000,2713990000,723396000,519152000,425930000,59867000,365000,,,,,,
CBAV3,CBAV3,ON NM,CBA ON NM,Mineração,Minerais Metálicos,12.02,2022-12-12,9.35,22.90,46398000,7161920000,8602190000,2022-09-30,595833000,468,132,454,077,057,249,-348,3.2%,412,545,-,257,910,21.9%,17.0%,17.8%,12.5%,15.7%,28.2%,242,057,074,12616500000,1634240000,4899440000,3074510000,1440270000,5423400000,9285130000,1577920000,1530650000,2245020000,224621000,78526000,,,,,,
CMIN3,CMIN3,ON N2,CSNMINERACAO ON N2,Mineração,Minerais Metálicos,3.84,2022-12-12,2.89,6.16,40184600,21063700000,19527300000,2022-09-30,5485340000,757,160,507,176,079,283,-1248,26.1%,382,470,-43.8%,051,240,42.3%,34.8%,23.3%,15.7%,26.5%,21.1%,277,062,045,26508000000,9720890000,11651600000,8184500000,-1536390000,13168100000,11944900000,4154180000,2782520000,2723540000,679150000,514057000,,,,,,
BLUT3,BLUT3,ON,B TECH EQI ON,Outros,Outros,5.14,2022-09-20,3.72,8.88,3092,26229400,32977400,2021-12-31,5103000,-563,046,-4293,-,014,-076,-020,0.0%,-5397,-5397,-,-091,1109,-,-,0.0%,-0.3%,-0.3%,-8.2%,000,012,-,189948000,0,66000,6748000,6748000,56569000,0,-611000,-4662000,0,1032000,-685000,,,,,,
BLUT4,BLUT4,PN,B TECH EQI PN,Outros,Outros,1.52,2022-09-20,1.52,4.00,10453,7756560,14504600,2021-12-31,5103000,-166,014,-1269,-,004,-022,-006,0.0%,-2374,-2374,-,-091,1109,-,-,0.0%,-0.3%,-0.3%,-8.2%,000,012,-,189948000,0,66000,6748000,6748000,56569000,0,-611000,-4662000,0,1032000,-685000,,,,,,
ATOM3,ATOM3,ON,ATOMPAR ON,Outros,Outros,2.22,2022-12-12,2.20,3.10,31284,52847100,30070100,2022-09-30,23805000,510,197,435,151,143,154,203,2.7%,242,247,74.2%,044,112,98.4%,34.7%,29.6%,32.9%,87.2%,38.7%,2063,-,095,36897000,22777000,36171000,0,-22777000,26777000,35031000,12151000,10356000,6364000,1141000,1150000,,,,,,
DMMO3,DMMO3,ON,DOMMO ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",1.85,2022-12-12,0.44,1.94,17126100,942917000,872481000,2022-09-30,509685000,-25693,-170,633,284,332,1182,-136,0.0%,538,586,-17.4%,-001,-109,54.5%,44.8%,-1.1%,52.5%,70.4%,0.7%,225,-,117,283719000,70436000,143338000,0,-70436000,-553275000,332554000,149011000,-3670000,92638000,6828000,-56096000,,,,,,
LUPA3,LUPA3,ON NM,LUPATECH ON NM,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,3.81,2022-12-12,2.72,6.15,5742040,115645000,248773000,2022-09-30,30353000,-420,102,-1179,100,023,086,-076,0.0%,-6024,-2536,-3.4%,-091,375,24.2%,-8.5%,-23.8%,-1.9%,-2.1%,-24.2%,228,128,023,505207000,12606000,238538000,145734000,133128000,113746000,115669000,-9809000,-27509000,29278000,-3957000,-18085000,,,,,,
RPMG3,RPMG3,ON,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",1.64,2022-12-12,1.57,3.01,13871,111015000,111002000,2022-09-30,67692000,-012,-003,-012,002,002,-003,-002,0.0%,-013,-012,52.8%,-1345,-6253,-11.9%,-18.7%,-19.1%,-17.7%,-17.8%,21.5%,054,-,094,5038610000,13000,4697740000,0,-13000,-4233000000,4758730000,-889655000,-910237000,1591870000,-394978000,-377767000,,,,,,
OSXB3,OSXB3,ON NM,OSX BRASIL ON NM,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,7.00,2022-12-12,4.81,8.39,92378,22036000,5178000000,2022-09-30,3148000,-004,-000,-091,063,001,-004,-000,0.0%,-44719,-21456,37.0%,-18944,-185594,90.6%,-69.1%,-1839.5%,-1.1%,-1.2%,10.2%,005,-089,002,2209720000,22053000,34406000,5178010000,5155960000,-5842510000,34908000,-24133000,-596370000,8600000,-23572000,-172445000,,,,,,
OPCT3,OPCT3,ON NM,OCEANPACT ON NM,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,2.36,2022-12-12,1.62,3.65,1809850,471905000,1536210000,2022-09-30,199960000,000,063,-,-,021,-407,-046,0.0%,-,-,-,000,376,-,-,-,0.0%,-,-,080,155,-,2240400000,102001000,465634000,1166310000,1064310000,751063000,0,0,0,309407000,17916000,-36080000,,,,,,
PETR4,PETR4,PN,PETROBRAS PN,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",23.91,2022-12-12,16.52,33.13,3118150000,311894000000,568609000000,2022-09-30,13044500000,177,084,109,051,033,1326,-075,70.0%,158,199,15.4%,1353,2856,51.3%,46.2%,28.7%,30.1%,32.3%,47.4%,117,079,065,947574000000,36688000000,159327000000,293403000000,256715000000,372498000000,616867000000,285147000000,176491000000,170076000000,78726000000,46096000000,,,,,,
PETR3,PETR3,ON,PETROBRAS ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",27.30,2022-12-12,18.67,37.09,786064000,356115000000,612830000000,2022-09-30,13044500000,202,096,125,058,038,1514,-086,61.3%,170,215,15.4%,1353,2856,51.3%,46.2%,28.7%,30.1%,32.3%,47.4%,117,079,065,947574000000,36688000000,159327000000,293403000000,256715000000,372498000000,616867000000,285147000000,176491000000,170076000000,78726000000,46096000000,,,,,,
ENAT3,ENAT3,ON,ENAUTA PART ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",12.31,2022-12-12,11.18,23.85,21924400,3272080000,2254720000,2022-09-30,265807000,367,082,419,148,054,445,-1074,13.9%,160,289,31.3%,336,1498,41.5%,35.4%,40.5%,12.8%,19.4%,22.4%,169,013,036,6095310000,1553100000,1808250000,535738000,-1017360000,3982410000,2204770000,781267000,891978000,166849000,-1937000,18894000,,,,,,
VBBR3,VBBR3,ON,VIBRA ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",14.60,2022-12-12,14.60,24.03,175314000,17009000000,30013000000,2022-09-30,1165000000,852,135,354,010,043,153,-264,4.1%,561,625,15.0%,171,1085,4.6%,2.7%,1.1%,12.1%,14.6%,15.8%,219,128,444,39525000000,3113000000,20444000000,16117000000,13004000000,12636000000,175640000000,4800000000,1996000000,50834000000,117000000,-61000000,,,,,,
PRIO3,PRIO3,ON,PETRORIO ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",34.64,2022-12-12,18.49,38.50,451914000,30574900000,30461500000,2022-09-30,882646000,904,331,704,427,153,315,6948,0.0%,575,701,71.6%,383,1047,65.7%,60.6%,47.2%,21.8%,42.2%,36.6%,782,099,036,19920200000,9291580000,11122300000,9178180000,-113408000,9237920000,7168080000,4344330000,3381200000,1985790000,1274350000,792314000,,,,,,
UGPA3,UGPA3,ON,ULTRAPAR PARTICIPAÇÕES SA ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",12.34,2022-12-12,11.60,15.21,109525000,13761200000,21635300000,2022-09-30,1115170000,1013,126,601,010,040,232,-248,4.7%,733,945,10.5%,122,978,3.6%,1.7%,1.0%,6.7%,10.4%,12.4%,153,126,390,34067200000,5890700000,17137800000,13764700000,7874050000,10911400000,133023000000,2290230000,1358400000,39294700000,688639000,73101000,,,,,,
RECV3,RECV3,ON NM,PETRORECONCA ON NM,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",28.30,2022-12-12,15.30,35.50,76775500,8291300000,7065390000,2022-09-30,292979000,1015,226,774,334,127,759,-1898,2.7%,511,660,-,279,1253,48.0%,43.1%,32.9%,16.4%,24.5%,22.3%,182,018,038,6532050000,1893260000,2423260000,667339000,-1225920000,3671860000,2484700000,1070810000,817049000,804848000,354298000,211883000,,,,,,
CSAN3,CSAN3,ON,COSAN SA INDUSTRIA E COMERCIO ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",16.42,2022-12-12,15.40,24.03,202673000,30772200000,70565400000,2022-09-30,1874070000,2107,193,593,086,027,259,-068,4.9%,881,1359,37.1%,078,852,23.1%,14.5%,5.5%,4.6%,5.6%,9.1%,151,346,032,113276000000,15487100000,35268200000,55280200000,39793100000,15968600000,35726000000,5190570000,1460360000,11507300000,1865860000,-201907000,,,,,,
RAIZ4,RAIZ4,PN N2,RAIZEN PN N2,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",3.30,2022-12-12,3.30,7.11,59795500,34163300000,72523100000,2022-09-30,10352500000,2613,157,797,014,032,305,-109,5.2%,550,1692,53.2%,013,211,4.8%,1.8%,0.6%,4.1%,5.2%,6.0%,128,207,227,105686000000,6655460000,51853200000,45015300000,38359800000,21793200000,239379000000,4287460000,1307580000,64238200000,254702000,-880121000,,,,,,
RRRP3,RRRP3,ON NM,3R PETROLEUM ON NM,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",33.33,2022-12-12,28.60,51.31,176080000,6768910000,6487200000,2022-09-30,203088000,3115,157,1315,443,084,789,-367,0.0%,871,1261,133.4%,107,2127,56.0%,33.7%,15.0%,6.4%,7.9%,5.0%,188,024,019,8052020000,1326210000,1834550000,1044500000,-281709000,4318780000,1527310000,514630000,217305000,502374000,138647000,431856000,,,,,,
CSAB4,CSAB4,PN,COMPANHIA DE SEGUROS ALIANÇA DA BAHIA PN,Previdência e Seguros,Seguradoras,41.00,2022-11-24,39.18,50.00,300,314880000,-,2022-09-30,7680000,-7943,165,-3402,6643,081,-,-,2.7%,-,-,-28.8%,-052,2487,121.9%,-195.3%,-83.6%,-2.4%,-,-2.1%,-,-,001,388257000,0,0,0,0,190979000,4740000,-9255000,-3964000,149000,738000,2955000,,,,,,
CSAB3,CSAB3,ON,COMPANHIA DE SEGUROS ALIANÇA DA BAHIA ON,Previdência e Seguros,Seguradoras,41.00,2022-10-31,41.00,55.00,215,314880000,-,2022-09-30,7680000,-7943,165,-3402,6643,081,-,-,2.5%,-,-,-28.8%,-052,2487,121.9%,-195.3%,-83.6%,-2.4%,-,-2.1%,-,-,001,388257000,0,0,0,0,190979000,4740000,-9255000,-3964000,149000,738000,2955000,,,,,,
IRBR3,IRBR3,ON NM,IRBBRASIL RE ON NM,Previdência e Seguros,Seguradoras,0.71,2022-12-12,0.66,4.44,45326000,1752200000,-,2022-09-30,2467890000,-182,043,-074,024,008,-,-,0.0%,-,-,0.1%,-039,166,0.1%,-32.9%,-13.4%,-10.2%,-,-23.4%,-,-,031,23044800000,0,0,0,0,4106820000,7165880000,-2360600000,-962442000,1746110000,-642617000,-298750000,,,,,,
WIZS3,WIZS3,ON NM,WIZ S.A. ON NM,Previdência e Seguros,Corretoras de Seguros,6.80,2022-12-12,6.30,9.10,11458200,1087370000,1116900000,2022-09-30,159907000,697,250,281,124,055,-1136,-165,8.6%,251,289,12.4%,098,272,58.2%,44.2%,24.9%,19.4%,22.7%,35.9%,079,062,044,1991930000,240149000,357474000,269683000,29534000,434444000,876466000,387056000,156116000,238595000,135221000,52249000,,,,,,
BRGE11,BRGE11,PNE,CONSORCIO ALFA PNE,Previdência e Seguros,Seguradoras,8.90,2022-12-01,5.38,9.78,2684,655449000,-735762000,2022-09-30,73646000,835,051,-095,16444,020,058,138,4.2%,108,107,-40.3%,107,1752,-3277.4%,-17313.4%,2917.1%,-20.7%,-35.5%,6.1%,233,-,000,3332620000,1391210000,1984500000,0,-1391210000,1290420000,3986000,-690114000,78529000,963000,-200011000,52037000,,,,,,
BRGE8,BRGE8,PND,CONSORCIO ALFA PND,Previdência e Seguros,Seguradoras,8.97,2022-12-07,7.07,9.99,4084,660605000,-730606000,2022-09-30,73646000,841,051,-096,16573,020,058,139,3.5%,107,106,-40.3%,107,1752,-3277.4%,-17313.4%,2917.1%,-20.7%,-35.5%,6.1%,233,-,000,3332620000,1391210000,1984500000,0,-1391210000,1290420000,3986000,-690114000,78529000,963000,-200011000,52037000,,,,,,
BRGE3,BRGE3,ON,CONSORCIO ALFA ON,Previdência e Seguros,Seguradoras,9.71,2022-12-12,5.83,11.98,1426,715103000,-676108000,2022-09-30,73646000,911,055,-104,17940,021,063,151,0.0%,099,098,-40.3%,107,1752,-3277.4%,-17313.4%,2917.1%,-20.7%,-35.5%,6.1%,233,-,000,3332620000,1391210000,1984500000,0,-1391210000,1290420000,3986000,-690114000,78529000,963000,-200011000,52037000,,,,,,
CXSE3,CXSE3,ON NM,CAIXA SEGURI ON NM,Previdência e Seguros,Seguradoras,7.85,2022-12-12,6.38,8.92,22208200,23550000000,22277400000,2022-09-30,3000000000,924,200,-25938,-,198,1839,1841,8.3%,-24539,-24536,-,085,392,-,-,0.0%,-0.8%,-0.9%,21.7%,923,-,-,11910000000,1272550000,1436080000,0,-1272550000,11753200000,0,-90795000,2549800000,0,-24123000,766250000,,,,,,
BRGE12,BRGE12,PNF,CONSORCIO ALFA PNF,Previdência e Seguros,Seguradoras,9.90,2022-12-07,5.89,9.99,7144,729095000,-662116000,2022-09-30,73646000,928,057,-106,18291,022,064,154,0.0%,097,096,-40.3%,107,1752,-3277.4%,-17313.4%,2917.1%,-20.7%,-35.5%,6.1%,233,-,000,3332620000,1391210000,1984500000,0,-1391210000,1290420000,3986000,-690114000,78529000,963000,-200011000,52037000,,,,,,
BRGE5,BRGE5,PNA,CONSORCIO ALFA PNA,Previdência e Seguros,Seguradoras,11.53,2022-11-28,8.61,11.53,464,849138000,-542073000,2022-09-30,73646000,1081,066,-123,21303,025,075,179,0.0%,080,079,-40.3%,107,1752,-3277.4%,-17313.4%,2917.1%,-20.7%,-35.5%,6.1%,233,-,000,3332620000,1391210000,1984500000,0,-1391210000,1290420000,3986000,-690114000,78529000,963000,-200011000,52037000,,,,,,
BRGE6,BRGE6,PNB,CONSORCIO ALFA PNB,Previdência e Seguros,Seguradoras,12.01,2022-12-12,7.76,15.50,151,884488000,-506723000,2022-09-30,73646000,1126,069,-128,22190,027,078,187,6.3%,074,073,-40.3%,107,1752,-3277.4%,-17313.4%,2917.1%,-20.7%,-35.5%,6.1%,233,-,000,3332620000,1391210000,1984500000,0,-1391210000,1290420000,3986000,-690114000,78529000,963000,-200011000,52037000,,,,,,
BBSE3,BBSE3,ON NM,BBSEGURIDADE ON NM,Previdência e Seguros,Seguradoras,31.25,2022-12-12,17.79,32.56,223963000,62500000000,-,2022-09-30,2000000000,1144,661,975,-,449,-,-,6.3%,-,-,-,273,473,-,-,0.0%,46.0%,-,57.8%,-,-,-,13931000000,0,0,0,0,9460890000,0,6409890000,5464610000,0,1896800000,1652180000,,,,,,
PSSA3,PSSA3,ON,PORTO SEGURO SA ON,Previdência e Seguros,Seguradoras,22.14,2022-12-12,17.10,24.70,52017400,14315400000,4387460000,2022-09-30,646586000,1287,144,066,055,029,681,-191,5.2%,020,020,9.5%,172,1539,100.0%,83.4%,4.3%,44.4%,55.7%,11.2%,107,-,053,48947200000,9927950000,31438300000,0,-9927950000,9953770000,26035200000,21719600000,1112040000,7493280000,6324020000,272736000,,,,,,
APER3,APER3,ON,ALPER S.A. ON,Previdência e Seguros,Corretoras de Seguros,26.98,2022-12-12,23.67,39.13,569983,527783000,390595000,2022-09-30,19562000,2708,113,715,240,068,626,-656,0.2%,427,529,24.2%,100,2393,128.7%,33.6%,8.9%,9.6%,11.9%,4.2%,160,-,028,772422000,137188000,223972000,0,-137188000,468023000,219946000,73823000,19490000,68990000,3029000,14442000,,,,,,
SULA3,SULA3,ON N2,Sul America ON N2,Previdência e Seguros,Seguradoras,6.26,2022-12-12,6.26,12.32,41805,7997360000,-6274960000,2022-09-30,1277530000,4408,096,-1103,036,026,072,-388,1.2%,1113,866,1.7%,014,655,4.2%,-3.3%,0.8%,-2.4%,-5.6%,2.2%,229,037,073,30219200000,17331100000,19792400000,3058760000,-14272300000,8363840000,21933200000,-724889000,181422000,5920510000,-123662000,49169000,,,,,,
SULA4,SULA4,PN,Sul America PN,Previdência e Seguros,Seguradoras,6.30,2022-12-12,6.30,11.94,81060,8048460000,-6223860000,2022-09-30,1277530000,4436,096,-1110,037,027,072,-391,1.2%,1104,859,1.7%,014,655,4.2%,-3.3%,0.8%,-2.4%,-5.6%,2.2%,229,037,073,30219200000,17331100000,19792400000,3058760000,-14272300000,8363840000,21933200000,-724889000,181422000,5920510000,-123662000,49169000,,,,,,
SULA11,SULA11,UNT N2,Sul America UNT N2,Previdência e Seguros,Seguradoras,18.96,2022-12-12,18.96,35.64,80486900,8074010000,-6198310000,2022-09-30,1277530000,4450,097,-1114,037,027,072,-392,1.2%,1099,855,1.7%,043,1964,4.2%,-3.3%,0.8%,-2.4%,-5.6%,2.2%,229,037,073,30219200000,17331100000,19792400000,3058760000,-14272300000,8363840000,21933200000,-724889000,181422000,5920510000,-123662000,49169000,,,,,,
NTCO3,NTCO3,ON NM,GRUPO NATURA ON NM,Produtos de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal,11.29,2022-12-12,11.29,27.88,219916000,15615100000,24693600000,2022-09-30,1383090000,-1226,068,1138,042,029,462,-099,1.2%,615,1800,-2.3%,-092,1662,64.2%,3.6%,-3.4%,2.5%,3.1%,-5.5%,127,060,069,54500800000,4629510000,15685300000,13708000000,9078500000,22985000000,37602700000,1371990000,-1274180000,9003730000,250060000,-559777000,,,,,,
BOBR4,BOBR4,PN,BOMBRIL SA PN,Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza,1.19,2022-12-12,1.17,1.76,38567,310007000,618480000,2022-09-30,260510000,-481,-173,273,022,034,-122,-047,0.0%,451,545,5.8%,-025,-069,32.6%,8.1%,-4.6%,12.6%,19.0%,36.0%,063,-205,155,904491000,59395000,426305000,367868000,308473000,-179288000,1400870000,113561000,-64460000,387148000,51829000,15714000,,,,,,
TRAD3,TRAD3,ON NM,TC ON NM,Programas e Serviços,Programas e Serviços,2.15,2022-12-12,1.89,7.30,3524740,602316000,394241000,2022-09-30,280147000,-1970,105,-727,632,099,293,295,0.0%,-591,-476,-,-011,204,53.2%,-87.0%,-31.9%,-13.6%,-21.0%,-5.4%,695,001,016,608616000,213587000,240020000,5512000,-208075000,571473000,95240000,-82842000,-30580000,17314000,-25396000,-18238000,,,,,,
CASH3,CASH3,ON NM,MELIUZ ON NM,Programas e Serviços,Programas e Serviços,1.17,2022-12-12,1.01,3.65,43369200,1011970000,262207000,2022-09-30,864932000,-1548,130,-588,277,076,216,289,0.0%,-163,-152,75.3%,-008,090,-47.1%,-47.1%,-22.6%,-13.0%,-30.9%,-8.4%,213,000,028,1322920000,749944000,884662000,181000,-749763000,776485000,365340000,-172177000,-65361000,97791000,-44978000,-336000,,,,,,
